restaurant_name,price_level,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,food,service,atmosphere,excellent,location,last_certificate_excellence,cuisine_nation,meals
Restaurante Braseria Pulpero de Lugo,€€-€€€,N,N,6.0,4.0,155,4.5,4.0,3.0,4,Sant Adria de Besos,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
Restaurant La Font,€€-€€€,N,Y,6.0,4.5,116,4.0,4.0,4.0,67,Sant Adria de Besos,Certificate of Excellence 2018,Spanish,
Bar Mi Casa,€,Y,Y,6.0,4.5,276,4.5,4.0,5.0,4,Sant Vicenc dels Horts,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Taverna Enovin,€€-€€€,N,Y,7.0,3.5,345,4.0,4.0,4.0,4,Ripollet,,Spanish,"Dinner, Lunch"
Can Casellas,€€-€€€,N,N,6.0,4.0,143,4.0,3.5,4.0,1,Tordera,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Can  Tarranc,€€-€€€,Y,N,6.0,4.0,102,4.0,4.0,4.5,1,Tordera,Certificate of Excellence 2019,Spanish,
Masia Restaurant Cal Nano,€€-€€€,N,N,6.0,4.0,118,4.0,4.0,4.5,1,Tordera,Certificate of Excellence 2016,Spanish,
Restaurante Barbacoa Can Dieta,€€-€€€,N,N,6.0,3.5,109,4.0,4.0,3.5,3,Tordera,,Spanish,"Breakfast, Dinner, Lunch"
Can Pruna,€€-€€€,N,N,6.0,3.5,108,4.0,3.5,,4,Tordera,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
La premsa de Can Vinyalets,€€-€€€,N,Y,6.0,4.0,119,4.0,4.0,4.0,0,Santa Perpetua de Mogoda,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
Los Choqueros,€€-€€€,N,N,6.0,4.0,190,4.5,4.0,4.0,2,Santa Perpetua de Mogoda,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
Can Rectoret,€€-€€€,Y,N,7.0,3.5,472,4.0,4.0,4.0,12,Santa Perpetua de Mogoda,Certificate of Excellence 2013,Spanish,
Restaurant Montsenya,€€-€€€,Y,Y,,4.5,272,4.5,4.5,4.5,5,Santa Perpetua de Mogoda,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Font del Pi,€€-€€€,N,N,7.0,3.5,153,3.5,3.0,4.0,27,Santa Perpetua de Mogoda,,Spanish,"Dinner, Lunch"
Restaurant Can Llobet,€€-€€€,N,N,7.0,4.0,118,4.0,4.0,4.0,0,Santa Perpetua de Mogoda,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
RESTAURANTE CAN FRAN,€€-€€€,N,N,6.0,4.5,171,4.5,4.5,4.5,132,Santa Perpetua de Mogoda,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
Restaurante Candombe,€€-€€€,N,Y,6.0,3.5,104,4.0,3.5,,39,Palau-Solita  i Plegamans,,,"Dinner, Lunch"
Masia Julia,€€-€€€,N,N,5.0,3.5,129,3.0,3.5,3.5,0,Palau-Solita  i Plegamans,,Spanish,
Restaurant Masia Can Duran,€€-€€€,N,N,6.0,3.5,104,4.0,4.0,4.5,22,Palau-Solita  i Plegamans,,Spanish,"Dinner, Lunch"
Restaurant Can Burgues,€€-€€€,Y,Y,6.0,4.0,373,4.0,4.0,3.5,1,Palau-Solita  i Plegamans,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Can Sidro Restaurant,€€-€€€,Y,Y,7.0,4.0,265,3.5,4.0,,1,Palau-Solita  i Plegamans,,Spanish,"Dinner, Lunch"
Bar del Mig,€,N,N,6.0,4.5,108,4.5,4.5,,9,Premia de Mar,Certificate of Excellence 2020,Spanish,
Sushi Ra,€€-€€€,Y,Y,6.0,4.5,170,4.5,4.5,,6,Premia de Mar,Certificate of Excellence 2019,Japanese,
Poc a Foc,€€-€€€,Y,Y,6.0,4.5,235,4.0,4.0,4.0,3,Premia de Mar,Certificate of Excellence 2020,,"Dinner, Lunch"
El Rebost,€€-€€€,N,N,6.0,4.5,136,4.5,4.5,4.0,0,Premia de Mar,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Restaurant El Paller,€€-€€€,N,Y,7.0,3.0,115,3.5,3.5,3.5,1,Premia de Mar,,Spanish,
Offu Sushi Bar,€€-€€€,Y,Y,6.0,4.0,179,4.5,4.5,4.5,16,Premia de Mar,Certificate of Excellence 2020,Japanese,
L'ona Restaurant,€€-€€€,N,N,7.0,3.5,215,3.5,3.5,4.0,4,Premia de Mar,,Spanish,"Dinner, Lunch"
El Far D'en Roc,€€-€€€,Y,Y,7.0,4.0,225,4.0,4.0,4.0,5,Premia de Mar,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Porta Nuova,€€-€€€,Y,N,5.0,4.0,139,4.0,4.0,4.0,5,Premia de Mar,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
Hispania,€€€€,N,Y,5.0,4.0,250,4.0,4.0,4.0,13,Arenys de Mar,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Casa Poncio,€€-€€€,N,N,6.0,4.0,229,4.5,4.5,3.5,2,Arenys de Mar,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurant Els Pescadors/La Llotja,€€-€€€,N,Y,7.0,3.5,305,4.0,3.5,3.0,8,Arenys de Mar,,Spanish,"Dinner, Lunch"
Bar del Puerto,€€-€€€,N,Y,6.0,3.5,242,4.0,3.5,3.5,0,Arenys de Mar,,Spanish,"Dinner, Lunch"
Open Sports Cafe,€€-€€€,N,N,7.0,3.5,132,3.5,3.5,4.0,5,Arenys de Mar,,Italian,"Breakfast, Dinner, Lunch"
Restaurante Nou de Nou,€€-€€€,Y,Y,7.0,4.0,105,4.0,4.0,4.5,11,Arenys de Mar,Certificate of Excellence 2016,Spanish,
Voramar Restaurant,€€-€€€,N,N,,3.5,121,3.5,3.5,4.0,3,Arenys de Mar,,Spanish,Lunch
La Nona,€€-€€€,Y,Y,7.0,4.0,204,4.0,3.5,4.0,6,Arenys de Mar,Certificate of Excellence 2018,Italian,
Restaurant de Mariners Can Dani Arenys de Mar,€€-€€€,N,N,6.0,3.5,158,3.5,3.5,3.5,4,Arenys de Mar,,Spanish,"Dinner, Lunch"
Gio & Posit Restaurante italiano,€€-€€€,Y,Y,6.0,4.0,520,4.5,3.5,3.5,11,Arenys de Mar,Certificate of Excellence 2017,Italian,
Vintage Cafe,€€-€€€,N,Y,6.0,4.5,197,4.5,4.0,4.5,10,Arenys de Mar,Certificate of Excellence 2020,American,"Dinner, Lunch"
El Palauet,€€-€€€,N,Y,1.0,4.5,138,4.0,4.5,,3,Arenys de Mar,Certificate of Excellence 2020,,
La Tasca Del Port,€€-€€€,N,Y,,3.5,158,3.5,3.5,,7,Arenys de Mar,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Restaurant La Marina,€€-€€€,N,Y,6.0,4.5,250,4.5,4.5,,8,Arenys de Mar,Certificate of Excellence 2020,Spanish,
Restaurante El Mot,€€-€€€,Y,Y,7.0,4.5,213,4.5,4.5,,13,Arenys de Mar,Certificate of Excellence 2020,Spanish,
Lluerna,€€€€,Y,Y,5.0,4.5,622,4.5,4.5,4.0,31,Santa Coloma de Gramenet,,Spanish,
Bar Restaurante Casa Pepe,€€-€€€,N,N,6.0,3.5,206,4.0,4.0,3.0,38,Santa Coloma de Gramenet,,Spanish,"Breakfast, Dinner, Lunch"
Bar Verat,€€-€€€,Y,Y,5.0,4.5,133,4.5,4.0,,1,Santa Coloma de Gramenet,,Spanish,
Ca n'Armengol,€€-€€€,Y,Y,6.0,4.0,262,4.5,4.5,4.0,7,Santa Coloma de Gramenet,Certificate of Excellence 2019,Spanish,
Pizzicato,€€-€€€,N,N,6.0,4.5,115,4.5,4.5,4.5,2,Santa Coloma de Gramenet,Certificate of Excellence 2018,Italian,
La Enriqueta,€€-€€€,N,N,6.0,4.0,110,4.0,4.5,4.0,1,Santa Coloma de Gramenet,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Santa Lola,€€-€€€,N,N,7.0,4.0,127,4.0,4.0,4.0,0,Santa Coloma de Gramenet,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
Nara Restaurant,€€-€€€,Y,N,6.0,4.0,156,4.0,4.0,4.0,1,Santa Coloma de Gramenet,Certificate of Excellence 2018,Japanese,
La Cuina de la Loli,€€-€€€,N,N,6.0,4.5,312,4.5,4.5,4.5,1,Santa Coloma de Gramenet,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Milano Restaurant,€€-€€€,N,N,7.0,4.0,155,4.0,4.0,4.5,0,Santa Coloma de Gramenet,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Pulcinella,€€-€€€,N,N,6.0,4.0,132,4.0,3.5,4.0,2,Santa Coloma de Gramenet,Certificate of Excellence 2017,Italian,"Dinner, Lunch"
Bar El Cruce,€€-€€€,N,N,6.0,3.5,272,4.0,4.0,3.5,1,Santa Coloma de Gramenet,,Spanish,"Dinner, Lunch"
El Canto Del Vi,€€-€€€,N,N,6.0,5.0,190,5.0,5.0,5.0,4,Santa Coloma de Gramenet,Certificate of Excellence 2020,,"Dinner, Lunch"
Bar Alegria,€,N,N,6.0,4.5,201,4.5,4.5,4.0,2,Santa Coloma de Gramenet,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
The 1982,€€-€€€,Y,N,6.0,4.5,129,4.5,4.5,,92,Santa Coloma de Gramenet,Certificate of Excellence 2019,American,"Dinner, Lunch"
Churreria Manchega,€,N,N,6.0,5.0,116,4.5,4.5,,1,Santa Coloma de Gramenet,Certificate of Excellence 2020,,Breakfast
Restaurant Braseria El Raco,€€-€€€,Y,N,5.0,4.0,196,4.0,4.0,4.0,8,Monistrol de Montserrat,Certificate of Excellence 2017,Spanish,"Breakfast, Dinner, Lunch"
Bo2 Restaurant,€€-€€€,Y,Y,5.0,4.5,396,4.5,4.5,4.5,52,Monistrol de Montserrat,Certificate of Excellence 2020,Spanish,
Pont del Gat Restaurant,€€-€€€,Y,Y,6.0,4.0,233,4.0,4.5,4.0,8,Monistrol de Montserrat,Certificate of Excellence 2020,Spanish,
Ca la Rosa,€€-€€€,N,N,,4.0,144,4.5,4.0,3.5,11,Monistrol de Montserrat,Certificate of Excellence 2016,Spanish,"Breakfast, Dinner, Lunch"
Montserrat Self-Service Restaurant,€€-€€€,N,N,,3.5,215,3.5,3.5,3.5,23,Monistrol de Montserrat,,,"Dinner, Lunch"
Hostal Monistrol,€€-€€€,N,N,,4.0,153,4.0,4.0,3.5,5,Monistrol de Montserrat,Certificate of Excellence 2018,Spanish,"Breakfast, Dinner, Lunch"
La Rectoria,€€-€€€,Y,Y,,4.5,301,4.5,4.5,4.5,11,Monistrol de Montserrat,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Bar L'Era Restaurant,€€-€€€,N,Y,6.0,4.5,118,4.5,4.5,4.0,4,Monistrol de Montserrat,Certificate of Excellence 2018,Spanish,"Breakfast, Dinner, Lunch"
Restaurante Bartomeu,€€-€€€,N,N,6.0,4.5,148,4.5,5.0,,16,Monistrol de Montserrat,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Pizzeria El Punt,€€-€€€,N,N,6.0,4.0,101,4.0,4.5,,7,Monistrol de Montserrat,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
7Culleres,€€-€€€,N,N,6.0,4.0,155,4.5,4.0,,1,Esparreguera,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Raconet Iberic,€€-€€€,N,N,6.0,4.0,150,4.0,4.0,4.0,1,Esparreguera,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Flor de Sal,€€-€€€,Y,Y,6.0,4.5,264,4.5,4.5,4.5,6,Esparreguera,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Espai Terres Llunyanes,€€-€€€,Y,Y,6.0,4.0,195,4.0,4.0,4.5,1,Esparreguera,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
LaL Restaurant Bistrot,€€-€€€,Y,Y,6.0,4.5,144,4.5,4.5,,13,Esparreguera,Certificate of Excellence 2020,Spanish,
Can Cuera,€€-€€€,N,N,5.0,4.0,199,4.0,3.5,4.0,1,Montseny,Certificate of Excellence 2020,Spanish,
Masia Restaurante Can Nena,€€-€€€,N,N,6.0,4.0,189,4.5,4.0,4.5,3,Montseny,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Can Jubany,€€€€,Y,Y,5.0,4.5,735,5.0,4.5,4.5,45,Calldetenes,,Spanish,
Ébano Restaurant,€€€€,Y,Y,5.0,4.5,257,4.5,4.0,4.5,19,Bellaterra,,Spanish,"Dinner, Lunch"
Parrilla del Pou Nou,€€-€€€,N,Y,7.0,4.5,133,4.0,4.0,4.0,1,Canyelles,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
El Cup,€€-€€€,N,N,6.0,4.0,110,4.0,4.0,4.5,9,Collbato,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
L'illa Restaurant,€€-€€€,Y,Y,6.0,4.0,186,4.5,4.0,4.0,9,Collbato,Certificate of Excellence 2020,Spanish,
Les Piques,€€-€€€,Y,Y,3.0,4.5,247,4.5,4.5,4.0,44,Olivella,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Pizzeria da Giorgio,€€-€€€,Y,N,6.0,4.5,303,4.5,4.5,4.5,6,Rubi,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
EL Raco de la Sidra,€€-€€€,N,N,7.0,4.5,264,4.5,4.5,4.5,4,Rubi,Certificate of Excellence 2020,Spanish,
Don Peppone,€€-€€€,N,N,7.0,3.5,143,3.5,4.0,4.0,0,Rubi,,,"Dinner, Lunch"
Tarantella Napoletana,€€-€€€,Y,Y,6.0,4.5,241,4.5,4.5,4.5,4,Rubi,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
Restaurant Oddo,€€-€€€,N,N,7.0,4.0,221,4.5,4.0,4.5,1,Rubi,Certificate of Excellence 2018,Spanish,
Sol Dorado Restaurant,€€-€€€,Y,Y,6.0,3.5,282,4.0,4.0,4.0,1,Rubi,,Spanish,
Bar Restaurante Huelva,€€-€€€,N,N,6.0,4.0,169,4.0,4.0,3.5,1,Rubi,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Restaurant Antic Hostal Del Gall,€€-€€€,N,N,7.0,4.5,154,4.0,4.0,4.0,1,Rubi,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurante Can Vidal Ramos,€€-€€€,Y,Y,6.0,4.0,195,4.0,4.0,3.5,5,Sant Esteve Sesrovires,Certificate of Excellence 2018,Spanish,"Breakfast, Dinner, Lunch"
Taula Casolana,€€-€€€,N,N,7.0,4.0,179,3.5,4.0,4.5,4,Sant Esteve Sesrovires,Certificate of Excellence 2018,Spanish,
L' Engruna d'en Pousa,€,N,N,6.0,4.5,119,4.5,4.5,,1,Torello,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Cal Pupinet,€€-€€€,N,Y,7.0,4.0,265,4.0,4.0,4.5,2,Castellbisbal,Certificate of Excellence 2017,Spanish,
Restaurante Can Campanya,€€-€€€,Y,Y,7.0,4.0,165,4.0,4.0,4.0,1,Castellbisbal,Certificate of Excellence 2020,,
RESTAURANT CA L'ESTEVE S.L,€€-€€€,Y,Y,6.0,4.0,192,4.0,4.0,3.5,0,Castellbisbal,,Spanish,"Dinner, Lunch"
Arrels Restaurant,€€-€€€,N,Y,6.0,4.5,125,4.5,4.5,,5,Begues,Certificate of Excellence 2019,Spanish,
Els Fogons Masia Can Roig,€€-€€€,Y,Y,6.0,4.5,158,4.5,4.5,4.5,2,Corbera de Llobregat,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Don Corbettone,€€-€€€,Y,N,3.0,4.5,151,4.5,4.5,5.0,3,Corbera de Llobregat,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
Can Gula,€€-€€€,Y,Y,6.0,3.5,203,4.0,3.5,,8,Sant Cugat del Valles,,Spanish,
Sabàtic,€€-€€€,Y,Y,6.0,4.5,306,4.5,4.5,,22,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,
Restaurant Brau,€€-€€€,Y,Y,6.0,4.5,283,5.0,5.0,,7,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
La Rita,€€-€€€,Y,Y,5.0,4.5,149,4.5,4.5,,4,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,
Santamasa,€€-€€€,Y,Y,7.0,4.0,189,4.0,3.5,,2,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,
Némesis,€€-€€€,Y,Y,6.0,4.5,208,4.5,4.5,,10,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,
Garden Pizza,€€-€€€,N,N,6.0,3.5,149,4.0,4.0,,3,Sant Cugat del Valles,,Italian,"Dinner, Lunch"
Dos Cucharas Restaurant,€€-€€€,Y,Y,6.0,4.5,160,4.5,4.5,,6,Sant Cugat del Valles,,Spanish,
La Cuina de San Telmo,€€-€€€,N,N,6.0,4.0,168,4.0,4.0,3.5,7,Sant Cugat del Valles,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Matilda,€€-€€€,Y,Y,7.0,3.5,640,4.0,3.5,4.0,35,Sant Cugat del Valles,Certificate of Excellence 2013,Spanish,
Teleferic - Sant Cugat,€€-€€€,N,N,6.0,3.5,233,4.0,4.0,4.0,14,Sant Cugat del Valles,,Spanish,"Dinner, Lunch"
Sugoi,€€-€€€,N,Y,6.0,4.0,339,4.5,4.0,4.0,13,Sant Cugat del Valles,Certificate of Excellence 2020,Japanese,"Dinner, Lunch"
El Mirador de Can Cases,€€-€€€,N,Y,3.0,4.0,316,4.0,4.0,,4,Sant Cugat del Valles,Certificate of Excellence 2017,,
Braseria La Bolera,€€-€€€,N,Y,7.0,4.0,865,4.0,4.0,3.5,19,Sant Cugat del Valles,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Bocca Restaurant & Club,€€€€,N,N,6.0,3.5,196,4.0,3.5,4.5,4,Sant Cugat del Valles,Certificate of Excellence 2017,Spanish,
Restaurant Masia Can Jané,€€-€€€,N,N,3.0,4.0,102,4.0,4.0,3.5,2,Sant Cugat del Valles,Certificate of Excellence 2018,Spanish,"Breakfast, Dinner, Lunch"
Vulcano Restaurant,€€-€€€,N,Y,6.0,4.0,207,4.0,4.0,4.5,5,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,
Masia Can Borrell,€€-€€€,Y,Y,5.0,3.5,385,3.5,3.5,3.0,7,Sant Cugat del Valles,,,"Breakfast, Lunch"
Restaurant Can Barata,€€-€€€,N,N,6.0,3.5,180,3.5,3.5,3.5,0,Sant Cugat del Valles,,Spanish,
El Mexicano de Sant Cugat,€€-€€€,N,N,6.0,4.0,158,4.0,3.5,3.5,4,Sant Cugat del Valles,Certificate of Excellence 2018,Mexican,"Dinner, Lunch"
QGAT Restaurant & Events,€€-€€€,N,N,,3.5,155,3.5,4.0,4.0,4,Sant Cugat del Valles,Certificate of Excellence 2015,Spanish,"Breakfast, Dinner, Lunch"
La Jarana Sant Cugat,€€-€€€,Y,N,4.0,4.5,120,4.5,4.0,,1,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,
Restaurant Casa Blava,€€-€€€,N,Y,7.0,4.0,384,4.0,3.5,4.5,6,Sant Cugat del Valles,Certificate of Excellence 2014,Spanish,"Dinner, Lunch"
La Taqueria,€€-€€€,N,N,7.0,3.5,138,3.5,3.5,4.0,4,Sant Cugat del Valles,,Mexican,"Dinner, Lunch"
La Burgueseria,€€-€€€,N,N,6.0,4.0,332,4.5,4.0,4.5,15,Sant Cugat del Valles,Certificate of Excellence 2017,American,"Dinner, Lunch"
Il Fornetto,€€-€€€,Y,Y,6.0,4.0,369,4.5,4.5,4.5,6,Sant Cugat del Valles,Certificate of Excellence 2019,Italian,
Xarlot,€€-€€€,N,N,7.0,3.5,217,4.0,3.5,4.0,4,Sant Cugat del Valles,,Spanish,
Cafe de Belgrado,€€-€€€,N,Y,7.0,3.5,204,4.0,3.5,4.5,6,Sant Cugat del Valles,,Spanish,"Dinner, Lunch"
Casa Fuster Masia Sant Cugat,€€-€€€,Y,Y,6.0,3.5,489,3.5,3.5,4.0,6,Sant Cugat del Valles,,Spanish,
Masia Can Ametller,€€-€€€,Y,Y,6.0,3.5,570,4.0,4.0,4.0,12,Sant Cugat del Valles,,,
La Rampa 23,€€-€€€,N,Y,6.0,4.5,259,4.5,4.0,4.5,9,Sant Cugat del Valles,Certificate of Excellence 2020,,
LABARRA San Cugat,€€-€€€,Y,Y,7.0,3.5,963,4.0,3.5,4.0,38,Sant Cugat del Valles,,Spanish,"Dinner, Lunch"
Wall 57,€€-€€€,Y,Y,7.0,4.0,145,4.0,4.0,4.0,3,Sant Cugat del Valles,,Spanish,
La Tagliatella Sant Cugat del Vallès,€€-€€€,N,N,7.0,3.5,126,3.5,3.5,3.5,5,Sant Cugat del Valles,,Italian,"Dinner, Lunch"
Dakidaya,€€-€€€,Y,Y,7.0,4.5,252,4.5,4.5,4.5,4,Sant Cugat del Valles,Certificate of Excellence 2020,Japanese,
La Pasta Boixa,€,N,N,6.0,4.0,131,3.5,4.0,3.5,0,Sant Cugat del Valles,,Italian,"Dinner, Lunch"
El Celler d'en Medir,€€-€€€,N,N,4.0,4.0,128,4.0,4.0,4.0,4,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,
Pizzeria La Bota,€€-€€€,N,N,6.0,4.5,113,4.5,4.5,,4,Sant Cugat del Valles,Certificate of Excellence 2018,Italian,
Kitsune Sushi Bar,€€-€€€,Y,Y,7.0,4.5,837,4.5,4.0,3.5,27,Sant Cugat del Valles,Certificate of Excellence 2020,Japanese,"Dinner, Lunch"
Somewhere Sant Cugat,€€-€€€,Y,Y,7.0,4.0,608,4.0,4.0,4.5,34,Sant Cugat del Valles,Certificate of Excellence 2020,,
La Piazzetta,€€-€€€,N,N,5.0,4.0,109,4.0,4.0,4.0,1,Sant Cugat del Valles,Certificate of Excellence 2018,Italian,"Dinner, Lunch"
rancho el paso,€€-€€€,N,Y,6.0,4.0,109,4.0,4.5,,2,Sant Cugat del Valles,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Pizzeria Lago Di Garda,€€-€€€,N,N,6.0,3.0,109,3.5,3.0,,32,Sant Cugat del Valles,,Italian,"Dinner, Lunch"
Foodies,€€-€€€,Y,Y,6.0,4.0,181,4.5,4.0,,6,Sant Cugat del Valles,Certificate of Excellence 2020,,
El Meson,€€-€€€,Y,Y,6.0,4.0,294,4.0,4.0,4.0,9,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
El Vi de Deu,€€-€€€,Y,Y,7.0,4.5,302,4.5,4.5,4.5,9,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,
9Reinas  Sant Cugat,€€€€,N,Y,7.0,4.5,443,4.5,4.5,4.5,24,Sant Cugat del Valles,Certificate of Excellence 2019,Latin,"Dinner, Lunch"
Sant Cugat 52,€€-€€€,N,N,4.0,3.5,198,3.5,3.5,,1,Sant Cugat del Valles,,Spanish,Dinner
Bodega Tomàs Original,€€-€€€,Y,Y,7.0,4.5,423,4.5,4.5,,14,Sant Cugat del Valles,Certificate of Excellence 2020,Spanish,
La Tartine,€€-€€€,Y,Y,7.0,4.5,117,4.5,4.5,,3,Sant Cugat del Valles,Certificate of Excellence 2020,French,"Dinner, Lunch"
Can Cortes,€€-€€€,N,Y,6.0,3.5,626,3.5,3.5,4.0,7,Sant Cugat del Valles,,Spanish,
El Pinos,€€-€€€,N,Y,,4.0,178,4.0,4.0,4.0,5,Seva,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
El Taller,€€-€€€,N,N,6.0,4.0,267,4.0,4.0,4.0,6,Caldes d'Estrac,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Can Sune,€€-€€€,Y,Y,5.0,4.5,511,4.5,4.5,4.5,21,Caldes d'Estrac,Certificate of Excellence 2020,Spanish,
La Tasqueta de Caldes,€€-€€€,Y,N,6.0,4.0,290,4.5,4.0,4.0,14,Caldes d'Estrac,Certificate of Excellence 2020,Spanish,
Tete a Tete,€€-€€€,Y,N,5.0,4.0,104,4.5,4.5,4.5,6,Caldes d'Estrac,Certificate of Excellence 2017,Spanish,
Pizzeria Estrac,€€-€€€,N,Y,6.0,4.0,160,4.0,4.0,,6,Caldes d'Estrac,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
Sotavent Caldetes,€€-€€€,Y,Y,7.0,3.5,302,4.0,3.5,4.5,15,Caldes d'Estrac,,Spanish,"Breakfast, Dinner, Lunch"
Restaurant Marola,€€-€€€,N,Y,6.0,4.0,117,3.5,4.0,4.5,2,Caldes d'Estrac,,Spanish,"Dinner, Lunch"
Solstici,€€-€€€,N,N,,3.0,105,3.5,3.0,,1,Caldes d'Estrac,,Spanish,Lunch
Restaurante Charcuteria Coloma,€€-€€€,N,N,7.0,3.5,133,4.0,4.0,4.0,3,El Masnou,Certificate of Excellence 2017,Spanish,Lunch
Restaurant El Nàutic,€€-€€€,Y,Y,7.0,4.0,105,4.0,4.0,,2,El Masnou,Certificate of Excellence 2019,Spanish,
La Santa,€€-€€€,Y,Y,7.0,4.0,437,4.5,4.0,4.0,12,El Masnou,,Spanish,
Tresmacarrons Vermut Restaurant,€€€€,Y,Y,5.0,4.5,288,4.5,4.5,4.0,17,El Masnou,,Spanish,
Hashi,€€-€€€,N,Y,5.0,4.5,111,4.5,4.0,4.0,5,El Masnou,Certificate of Excellence 2019,Japanese,
Les Caves Rekondo,€€-€€€,Y,N,6.0,4.0,176,4.0,4.5,4.5,2,El Masnou,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Saloma Port del Masnou,€€-€€€,Y,Y,6.0,4.0,296,4.0,4.5,4.0,5,El Masnou,Certificate of Excellence 2019,Spanish,
Restaurant Ple de bo,€€-€€€,Y,Y,6.0,4.5,214,4.5,4.5,4.5,5,El Masnou,Certificate of Excellence 2020,Spanish,
Ristorante da Mika,€€-€€€,Y,Y,7.0,4.5,341,4.5,4.5,,35,El Masnou,Certificate of Excellence 2020,Italian,
Lolas Lounge,€€-€€€,N,N,7.0,3.5,128,3.5,4.0,,2,El Masnou,,Spanish,"Dinner, Lunch"
El Corral Del Pollo,€€-€€€,N,N,,3.0,201,3.0,3.0,3.0,2,Palafolls,,Spanish,"Dinner, Lunch"
Casa Oms,€€-€€€,Y,Y,,4.0,279,4.5,4.0,4.0,4,Palafolls,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Emporium Lounge Restaurant,€€-€€€,N,N,3.0,3.0,170,3.0,3.0,,4,Montgat,,Spanish,
El Mirall,€€€€,N,N,6.0,4.5,148,4.5,4.5,4.0,1,Montgat,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Fonda Marina,€€-€€€,Y,Y,6.0,4.0,302,4.0,4.0,3.5,6,Montgat,Certificate of Excellence 2020,Spanish,
Malamar Restaurant & Lounge,€€-€€€,N,N,,3.0,181,3.5,3.0,4.0,6,Montgat,,Spanish,"Dinner, Lunch"
Can Chimi,€€-€€€,Y,N,6.0,4.0,120,4.5,4.5,4.0,0,Montgat,Certificate of Excellence 2018,Spanish,
Panoràmic,€€-€€€,N,N,,3.5,297,3.5,3.0,4.5,1,Montgat,Certificate of Excellence 2016,,Dinner
Marisquería Can Fernando,€€-€€€,N,Y,7.0,4.5,136,4.5,4.5,,79,Montgat,Certificate of Excellence 2020,Spanish,
