price_level,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,food,service,atmosphere,excellent,location,awards,cuisine,top_tag
€€-€€€,Y,Y,,4.5,184,4.5,4.5,4.0,46,Malgrat de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,120,4.0,4.0,4.5,27,Malgrat de Mar,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016",European,Mid-range
€€-€€€,N,N,7.0,4.0,127,4.5,4.0,4.5,6,Malgrat de Mar,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016",Italian,Mid-range
€€-€€€,Y,Y,,4.5,191,4.5,4.5,4.5,22,Malgrat de Mar,,Mediterranean,Mid-range
€€-€€€,N,N,,3.0,135,3.5,3.5,3.5,19,Malgrat de Mar,,Mexican,Mid-range
€€-€€€,N,N,7.0,4.5,210,4.5,4.5,4.0,21,Malgrat de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€,N,N,7.0,4.5,185,,,,119,Malgrat de Mar,,,Cheap Eats
€€-€€€,N,N,7.0,4.5,168,4.5,5.0,,31,Malgrat de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",European,Mid-range
€€-€€€,Y,Y,6.0,4.5,521,4.5,4.5,4.5,43,Malgrat de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Seafood,Mid-range
€,N,N,,4.5,243,4.5,4.5,4.5,64,Malgrat de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",Mediterranean,Cheap Eats
€€-€€€,N,N,6.0,4.5,235,4.5,4.5,4.5,51,Malgrat de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Barbecue,Mid-range
€€-€€€,Y,Y,7.0,4.5,842,4.5,4.5,4.0,257,Malgrat de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",Pizza,Mid-range
€€-€€€,N,N,,4.0,111,4.5,4.5,,35,Malgrat de Mar,"Certificate of Excellence 2019, Certificate of Excellence 2018",Seafood,Mid-range
€,N,N,,4.5,129,5.0,5.0,4.5,81,Malgrat de Mar,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Bar,Cheap Eats
€€-€€€,Y,Y,7.0,4.5,1386,4.5,4.5,4.5,327,Malgrat de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",Seafood,Mid-range
€€-€€€,Y,Y,,4.5,136,4.5,4.5,4.5,43,Malgrat de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,Y,Y,6.0,4.5,192,4.5,4.5,,40,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Asian,Mid-range
€,N,N,7.0,4.5,113,4.5,4.0,,7,Mataro,,Italian,Cheap Eats
€€-€€€,N,N,7.0,3.5,167,4.0,3.0,,14,Mataro,,Italian,Mid-range
€€-€€€,N,N,,3.5,206,3.5,3.0,3.5,1,Mataro,,Mediterranean,Mid-range
€€€€,Y,Y,5.0,4.5,205,4.5,4.0,4.0,4,Mataro,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Japanese,Fine Dining
€€€€,Y,Y,7.0,4.5,200,5.0,5.0,,8,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Japanese,Fine Dining
€,Y,Y,7.0,4.5,143,4.5,4.5,,2,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",Mediterranean,Cheap Eats
€€-€€€,N,Y,7.0,3.0,103,4.0,4.0,,42,Mataro,,Grill,Mid-range
€€-€€€,Y,N,6.0,4.5,145,4.5,4.0,,15,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",Italian,Mid-range
€€-€€€,Y,Y,7.0,4.5,140,4.5,4.5,,2,Mataro,"Travellers' Choice, Certificate of Excellence 2020",Japanese,Mid-range
€€-€€€,N,Y,6.0,4.5,195,4.5,4.5,4.5,9,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Seafood,Mid-range
€€-€€€,Y,Y,7.0,4.0,485,4.0,4.0,4.0,10,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",Mediterranean,Mid-range
€€-€€€,Y,Y,6.0,4.5,163,4.5,4.0,3.5,1,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Mediterranean,Mid-range
€€-€€€,Y,N,7.0,3.5,392,3.5,3.5,4.0,7,Mataro,Certificate of Excellence 2014,Mediterranean,Mid-range
€€€€,Y,Y,7.0,4.5,644,4.5,4.0,4.5,17,Mataro,"Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Very comfortable restaurant",Mediterranean,Fine Dining
€€-€€€,Y,N,7.0,3.5,241,4.0,4.0,3.5,3,Mataro,,Italian,Mid-range
€€-€€€,N,N,7.0,3.5,106,3.5,4.0,4.0,4,Mataro,,Mediterranean,Mid-range
€€-€€€,N,N,6.0,4.0,125,4.5,4.0,3.5,4,Mataro,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015",Steakhouse,Mid-range
€€-€€€,N,N,7.0,3.5,126,4.0,4.0,4.0,5,Mataro,,Mediterranean,Mid-range
€€-€€€,N,Y,6.0,4.0,107,4.0,4.0,4.5,0,Mataro,"Travellers' Choice, Certificate of Excellence 2020",Mediterranean,Mid-range
€€-€€€,N,N,7.0,3.5,190,3.5,3.5,3.5,10,Mataro,,Seafood,Mid-range
€€-€€€,N,N,6.0,4.0,197,4.0,4.0,4.0,6,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015",Seafood,Mid-range
€€-€€€,Y,Y,5.0,4.5,810,4.5,4.5,4.0,28,Mataro,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Simple restaurant",Mediterranean,Mid-range
€€-€€€,Y,Y,1.0,4.0,290,4.5,4.5,4.5,59,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015",Mediterranean,Mid-range
€,Y,N,7.0,3.5,140,3.5,3.5,3.0,1,Mataro,,Japanese,Cheap Eats
€,N,Y,6.0,4.0,157,4.0,4.0,3.5,2,Mataro,"Certificate of Excellence 2019, Certificate of Excellence 2018",Mediterranean,Cheap Eats
€€-€€€,N,N,,3.0,172,3.0,2.5,3.5,1,Mataro,,Seafood,Mid-range
€€-€€€,N,N,6.0,3.5,120,4.0,4.0,3.5,0,Mataro,,Sushi,Mid-range
€€-€€€,Y,N,7.0,4.0,314,4.0,4.0,4.0,21,Mataro,"Certificate of Excellence 2017, Certificate of Excellence 2015",Italian,Mid-range
€€-€€€,N,N,7.0,3.5,153,4.0,4.0,4.0,5,Mataro,,Mediterranean,Mid-range
€,N,N,6.0,4.5,126,4.0,4.5,3.5,8,Mataro,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Cheap Eats
€€-€€€,N,Y,7.0,4.0,344,4.0,3.5,4.0,2,Mataro,"Certificate of Excellence 2018, Certificate of Excellence 2015",American,Mid-range
€€-€€€,Y,Y,5.0,4.0,284,4.5,4.5,4.0,14,Mataro,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.0,621,4.5,4.0,4.0,13,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016",Japanese,Mid-range
€€-€€€,N,N,5.0,4.0,485,4.0,4.0,3.5,6,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,Y,Y,5.0,4.5,495,4.5,4.5,4.0,12,Mataro,"Travellers' Choice, Michelin 2021 for Bib Gourmand: good quality, good value cooking, Michelin 2021 for Simple restaurant",Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,111,4.5,4.0,,1,Mataro,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Pizza,Mid-range
€€-€€€,Y,N,,4.0,125,4.0,4.0,,2,Mataro,Certificate of Excellence 2016,Japanese,Mid-range
€€-€€€,Y,Y,7.0,4.5,327,4.5,4.5,,9,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",Italian,Mid-range
€€-€€€,N,N,7.0,4.0,111,4.0,3.5,,4,Mataro,,Pizza,Mid-range
€€-€€€,N,N,5.0,4.5,228,4.5,4.5,,7,Mataro,"Certificate of Excellence 2018, Certificate of Excellence 2017",American,Mid-range
€€-€€€,N,Y,6.0,4.5,114,4.5,4.0,,3,Mataro,Certificate of Excellence 2017,American,Mid-range
€€-€€€,N,Y,6.0,4.5,136,4.5,4.5,,2,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017",Mediterranean,Mid-range
€€-€€€,Y,Y,6.0,4.0,207,4.0,4.0,4.0,2,Mataro,"Certificate of Excellence 2019, Certificate of Excellence 2014",Italian,Mid-range
€€-€€€,Y,N,7.0,4.0,263,4.5,4.0,3.5,10,Mataro,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Mid-range
€,Y,N,7.0,3.5,214,3.0,3.5,,0,Mataro,,Italian,Cheap Eats
€€-€€€,N,N,6.0,4.0,127,4.5,4.5,,0,Mataro,"Certificate of Excellence 2019, Certificate of Excellence 2017",Mediterranean,Mid-range
€€-€€€,N,Y,7.0,4.5,1260,4.0,4.0,,40,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Steakhouse,Mid-range
€€-€€€,N,N,7.0,4.0,162,4.5,4.5,4.5,32,Pineda de Mar,Certificate of Excellence 2018,Mediterranean,Mid-range
€€-€€€,N,Y,,4.0,609,4.5,4.0,3.5,35,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015",Seafood,Mid-range
€,Y,N,,4.5,431,4.5,4.5,4.5,253,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",Bar,Cheap Eats
€€-€€€,Y,Y,7.0,4.0,388,4.0,4.0,4.5,11,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",Seafood,Mid-range
€€-€€€,Y,Y,6.0,4.5,708,4.5,4.5,4.5,176,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Mediterranean,Mid-range
€€-€€€,Y,Y,,4.5,180,4.0,4.5,4.5,43,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Spanish,Mid-range
€€-€€€,N,N,7.0,4.0,226,4.0,4.0,4.5,46,Pineda de Mar,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.5,309,4.5,4.5,3.5,51,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Healthy,Mid-range
€€-€€€,N,N,,4.0,177,3.5,3.5,,10,Pineda de Mar,Certificate of Excellence 2016,Seafood,Mid-range
€€-€€€,N,N,7.0,4.0,169,4.0,4.0,,17,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,N,N,4.0,4.5,109,4.5,4.5,,10,Pineda de Mar,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,103,4.0,4.0,,22,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",European,Mid-range
€€-€€€,N,Y,6.0,4.5,139,4.5,4.5,4.5,6,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Mediterranean,Mid-range
€€-€€€,N,N,,4.5,281,4.5,4.0,,20,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,N,Y,,4.0,156,4.5,4.0,4.0,17,Pineda de Mar,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Mediterranean,Mid-range
€€-€€€,Y,Y,6.0,4.5,511,4.5,4.5,4.0,81,Pineda de Mar,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",Seafood,Mid-range
€€-€€€,Y,Y,6.0,4.0,544,4.5,4.0,,7,Castelldefels,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",Mediterranean,Mid-range
€€-€€€,N,N,,4.0,120,4.0,4.0,,14,Castelldefels,,Spanish,Mid-range
€,Y,Y,5.0,4.5,143,4.5,4.5,,22,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Mediterranean,Cheap Eats
€€-€€€,N,N,,3.5,232,3.5,3.0,3.5,6,Castelldefels,,Pizza,Mid-range
€€€€,N,Y,5.0,4.5,192,5.0,4.5,,2,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Japanese,Fine Dining
€€-€€€,Y,Y,6.0,4.5,151,4.5,4.5,,11,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Mediterranean,Mid-range
€€-€€€,Y,Y,6.0,4.5,323,5.0,5.0,,10,Castelldefels,,Mediterranean,Mid-range
€€-€€€,N,Y,6.0,4.5,177,4.5,5.0,,16,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020",Mediterranean,Mid-range
€€-€€€,Y,Y,6.0,4.5,338,4.5,4.5,,42,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020",Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.0,162,4.5,4.0,,0,Castelldefels,,Mediterranean,Mid-range
€€-€€€,N,N,,3.5,105,4.0,4.0,,8,Castelldefels,,Steakhouse,Mid-range
€€-€€€,Y,N,7.0,3.5,106,4.0,4.0,,9,Castelldefels,,Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.5,183,4.5,4.5,,9,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020",Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,108,4.5,4.0,4.0,5,Castelldefels,"Certificate of Excellence 2017, Certificate of Excellence 2016",Steakhouse,Mid-range
€€-€€€,N,N,,2.5,262,2.5,2.5,3.0,13,Castelldefels,,Seafood,Mid-range
€€-€€€,Y,Y,6.0,4.5,155,4.5,4.0,4.5,20,Castelldefels,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Healthy,Mid-range
€€-€€€,Y,Y,6.0,4.0,416,4.0,4.5,4.0,37,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Mid-range
€€-€€€,N,N,6.0,4.0,687,4.0,4.0,4.0,28,Castelldefels,"Certificate of Excellence 2018, Certificate of Excellence 2016",American,Mid-range
€€-€€€,Y,Y,6.0,4.0,104,4.5,4.0,3.5,4,Castelldefels,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Mid-range
€€-€€€,Y,Y,6.0,4.5,1625,4.5,4.5,4.5,155,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Seafood,Mid-range
€€-€€€,Y,Y,7.0,4.0,197,4.0,4.0,4.0,2,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Mediterranean,Mid-range
€€-€€€,Y,Y,6.0,4.0,688,4.0,4.0,4.0,29,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Seafood,Mid-range
€€-€€€,N,N,7.0,3.5,121,3.5,4.0,4.0,10,Castelldefels,,European,Mid-range
€€-€€€,Y,N,7.0,3.0,364,3.5,3.5,3.0,6,Castelldefels,,Italian,Mid-range
€€-€€€,N,N,7.0,3.5,230,3.5,3.5,3.0,5,Castelldefels,,Seafood,Mid-range
€€-€€€,Y,Y,7.0,4.0,625,4.0,4.0,4.0,32,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015",Seafood,Mid-range
€€-€€€,N,N,,3.5,106,4.0,4.0,4.5,17,Castelldefels,,Steakhouse,Mid-range
€€-€€€,Y,Y,7.0,4.0,361,4.5,4.0,4.0,74,Castelldefels,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Middle Eastern,Mid-range
€€-€€€,N,N,7.0,4.0,473,4.0,4.0,4.0,40,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015",Steakhouse,Mid-range
€€-€€€,N,N,6.0,3.5,147,3.5,3.0,3.0,4,Castelldefels,,Seafood,Mid-range
€,N,N,,3.0,145,3.5,3.5,3.5,4,Castelldefels,,Mediterranean,Cheap Eats
€€-€€€,N,N,7.0,3.5,203,3.5,3.5,3.5,13,Castelldefels,,Seafood,Mid-range
€€-€€€,N,N,6.0,2.5,103,2.5,2.5,2.5,0,Castelldefels,,Spanish,Mid-range
€€-€€€,N,N,6.0,4.0,142,4.0,4.0,4.0,4,Castelldefels,"Certificate of Excellence 2018, Certificate of Excellence 2017",Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,107,4.0,4.0,4.0,4,Castelldefels,"Certificate of Excellence 2016, Certificate of Excellence 2015",Japanese,Mid-range
€€-€€€,Y,Y,,4.0,1020,4.0,4.0,4.0,45,Castelldefels,,Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,137,3.5,4.0,4.5,9,Castelldefels,Certificate of Excellence 2015,Bar,Mid-range
€€-€€€,N,N,,3.5,346,3.5,3.5,4.0,16,Castelldefels,,Spanish,Mid-range
€€-€€€,N,N,,3.5,128,3.5,3.5,4.5,3,Castelldefels,,Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,104,4.0,4.0,4.5,8,Castelldefels,"Certificate of Excellence 2018, Certificate of Excellence 2016",European,Mid-range
€€-€€€,N,N,6.0,4.0,121,4.5,3.5,,1,Castelldefels,"Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,124,4.5,4.5,4.0,6,Castelldefels,"Certificate of Excellence 2018, Certificate of Excellence 2016",Italian,Mid-range
€€-€€€,N,N,7.0,3.5,174,3.5,3.5,3.5,2,Castelldefels,,Steakhouse,Mid-range
€€-€€€,N,N,6.0,4.0,154,4.0,4.5,4.5,11,Castelldefels,"Certificate of Excellence 2018, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,243,4.0,4.0,4.0,2,Castelldefels,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Pizza,Mid-range
€€-€€€,N,N,6.0,4.0,102,4.0,4.5,4.0,8,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017",Spanish,Mid-range
€€-€€€,Y,Y,6.0,4.0,676,4.0,4.0,4.5,37,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Mediterranean,Mid-range
€,N,N,,4.0,104,4.5,4.5,4.0,11,Castelldefels,"Certificate of Excellence 2017, Certificate of Excellence 2016",,Cheap Eats
€€-€€€,N,Y,7.0,3.5,381,4.0,4.0,3.5,11,Castelldefels,,Seafood,Mid-range
€€-€€€,Y,Y,7.0,4.0,403,4.0,4.0,4.0,37,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Seafood,Mid-range
€€-€€€,N,Y,6.0,4.0,428,4.0,4.0,3.5,13,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Mediterranean,Mid-range
€€-€€€,Y,N,6.0,4.0,415,4.0,4.5,4.0,26,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Bar,Mid-range
€€-€€€,N,N,7.0,4.0,129,4.0,4.0,3.5,7,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Italian,Mid-range
€€-€€€,N,N,6.0,3.5,380,4.0,3.5,4.0,11,Castelldefels,,Mediterranean,Mid-range
€€-€€€,Y,N,7.0,4.0,148,4.0,3.5,4.0,8,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2016",Bar,Mid-range
€€-€€€,N,Y,7.0,4.0,114,4.0,4.0,4.0,1,Castelldefels,"Certificate of Excellence 2019, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,Y,Y,6.0,4.5,936,4.5,4.5,4.5,40,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Seafood,Mid-range
€€-€€€,N,N,,3.0,107,3.0,2.5,3.0,2,Castelldefels,,Mediterranean,Mid-range
€,N,N,,4.0,428,3.5,3.5,3.5,9,Castelldefels,,Bar,Cheap Eats
€€-€€€,N,N,7.0,3.5,141,3.5,3.5,3.5,2,Castelldefels,,Contemporary,Mid-range
€€-€€€,N,N,7.0,4.0,258,4.0,4.0,,22,Castelldefels,"Certificate of Excellence 2017, Certificate of Excellence 2016",Fusion,Mid-range
€€-€€€,Y,Y,6.0,4.0,167,4.0,4.0,4.5,5,Castelldefels,Certificate of Excellence 2017,Mediterranean,Mid-range
€€-€€€,N,N,,3.0,256,3.5,3.5,4.0,8,Castelldefels,,Seafood,Mid-range
€€-€€€,Y,Y,6.0,4.5,350,4.0,4.0,,16,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Pizza,Mid-range
€€-€€€,Y,Y,7.0,4.0,165,4.0,4.0,,5,Castelldefels,Certificate of Excellence 2018,Japanese,Mid-range
€€-€€€,Y,Y,7.0,3.5,769,4.0,3.5,4.5,25,Castelldefels,Certificate of Excellence 2016,Cafe,Mid-range
€€-€€€,Y,Y,6.0,4.0,562,4.0,4.0,4.5,18,Castelldefels,Certificate of Excellence 2016,Japanese,Mid-range
€€-€€€,Y,N,6.0,4.0,118,4.5,4.5,,2,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",Mediterranean,Mid-range
€€-€€€,N,N,6.0,3.5,146,4.5,4.5,,13,Castelldefels,,Seafood,Mid-range
€€-€€€,Y,Y,7.0,4.0,545,4.0,4.0,,20,Castelldefels,Certificate of Excellence 2019,Seafood,Mid-range
€,Y,N,7.0,3.5,126,3.5,4.0,,7,Castelldefels,,Fast food,Cheap Eats
€€-€€€,N,Y,6.0,4.5,157,4.5,4.5,,9,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",Steakhouse,Mid-range
€€€€,Y,Y,7.0,4.0,467,4.5,4.0,4.0,12,Castelldefels,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant",Seafood,Fine Dining
€€-€€€,N,Y,7.0,3.5,157,3.5,3.5,2.5,4,Castelldefels,,Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.0,434,4.0,4.0,4.0,21,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017, Certificate of Excellence 2015, Certificate of Excellence 2013",Steakhouse,Mid-range
€€-€€€,Y,Y,6.0,4.0,550,4.0,4.5,4.0,20,Castelldefels,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Mediterranean,Mid-range
