restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g1058610-d4020866,Can Prat,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Mollet del Valles""]",Spain,Catalonia,Province of Barcelona,,"Avda. Can Prat, Mollet del Valles Spain",41.537514,2.222561,Claimed,,#79 of 89 Restaurants in Mollet del Valles,#81 of 102 places to eat in Mollet del Valles,"Mid-range, Mediterranean, Spanish, Contemporary",€€-€€€,,"Breakfast, Lunch, Dinner","Mediterranean, Spanish, Contemporary",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""09:00-16:00""], ""Tue"": [""09:00-16:00""], ""Wed"": [""09:00-16:00""], ""Thu"": [""09:00-16:00""], ""Fri"": [""09:00-16:00"", ""21:00-23:00""], ""Sat"": [""09:00-16:00"", ""21:00-23:00""], ""Sun"": [""09:00-16:00""]}",7,53,9,3,175,English,1,0,1,0,0,0,3,3.5,3,,
g1058610-d4282097,Groc cafe,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Mollet del Valles""]",Spain,Catalonia,Province of Barcelona,,"Berenguer III, 118 Berenguer Iii Numero 118, 08100 Mollet del Valles Spain",41.53607,2.215908,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015",#7 of 89 Restaurants in Mollet del Valles,#7 of 102 places to eat in Mollet del Valles,"Mid-range, Mexican, Latin, Spanish",€€-€€€,,"Lunch, Dinner, After-hours","Mexican, Latin, Spanish, South American, Central American",,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [""09:00-00:00""], ""Tue"": [""09:00-00:00""], ""Wed"": [""09:00-00:00""], ""Thu"": [""09:00-00:00""], ""Fri"": [""09:00-00:00""], ""Sat"": [""09:00-00:00""], ""Sun"": []}",6,90,6,4.5,259,English,5,3,1,0,0,1,4.5,4.5,4,4,
g1058610-d5006765,Frankfurt Tino,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Mollet del Valles""]",Spain,Catalonia,Province of Barcelona,,"Francesc Ferrer I Guardia 21 frente supermercado Esclat, 08100 Mollet del Valles Spain",41.548557,2.206736,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#10 of 89 Restaurants in Mollet del Valles,#10 of 102 places to eat in Mollet del Valles,"Cheap Eats, Fast food, Spanish",€,€3-€8,"Breakfast, Lunch, Dinner, After-hours, Drinks","Fast food, Spanish",,,N,N,N,"{""Mon"": [""08:00-15:30"", ""19:00-22:00""], ""Tue"": [""08:00-15:30"", ""19:00-22:00""], ""Wed"": [""08:00-15:30"", ""19:00-22:00""], ""Thu"": [""08:00-15:30"", ""19:00-22:00""], ""Fri"": [""08:00-15:30"", ""19:00-22:00""], ""Sat"": [""08:00-15:30"", ""19:00-22:00""], ""Sun"": []}",6,63,12,4.5,125,English,3,3,0,0,0,0,4,4,4,3.5,
g1058610-d5868109,La Llar d'en Tariel,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Mollet del Valles""]",Spain,Catalonia,Province of Barcelona,,"Pompeu Fabra Nº 42 Rambla Pompeu Fabra 42, 08100 Mollet del Valles Spain",41.54113,2.219124,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#8 of 89 Restaurants in Mollet del Valles,#8 of 102 places to eat in Mollet del Valles,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,€10-€50,,"Mediterranean, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""09:00-17:00""], ""Tue"": [""09:00-17:00"", ""19:00-23:30""], ""Wed"": [""09:00-17:00"", ""19:00-23:30""], ""Thu"": [""09:00-17:00"", ""19:00-23:30""], ""Fri"": [""09:00-17:00"", ""19:00-23:30""], ""Sat"": [""09:00-17:00"", ""19:00-23:30""], ""Sun"": [""09:00-17:00"", ""19:00-23:30""]}",7,83,13,4,214,English,6,3,1,1,0,1,4,4,4,4,
g1058610-d6870473,Casa Gerardo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Mollet del Valles""]",Spain,Catalonia,Province of Barcelona,,"Calle Del Sol 75, 08100 Mollet del Valles Spain",41.540283,2.217956,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016",#5 of 89 Restaurants in Mollet del Valles,#5 of 102 places to eat in Mollet del Valles,"Mid-range, Cafe, Mediterranean, Spanish",€€-€€€,€4-€18,,"Mediterranean, Spanish, Healthy, Cafe",Gluten Free Options,,N,N,Y,"{""Mon"": [], ""Tue"": [""12:00-17:00""], ""Wed"": [""12:00-17:00"", ""19:00-23:30""], ""Thu"": [""12:00-17:00"", ""19:00-00:00""], ""Fri"": [""12:00-17:00"", ""19:00-00:00""], ""Sat"": [""12:00-17:00"", ""19:00-00:00""], ""Sun"": [""12:00-17:15"", ""19:00-22:30""]}",6,53.25,11,4,299,English,2,1,1,0,0,0,4,4.5,4,4.5,
g1058610-d7331290,El Tiro De Mollet,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Mollet del Valles""]",Spain,Catalonia,Province of Barcelona,,"Mollet del Vallès, 08100 Mollet del Valles Spain",41.55149,2.213608,Unclaimed,"Certificate of Excellence 2017, Certificate of Excellence 2016",#6 of 89 Restaurants in Mollet del Valles,#6 of 102 places to eat in Mollet del Valles,"Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,,"Breakfast, Lunch, Dinner","Steakhouse, Mediterranean, Barbecue, Spanish","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""09:00-21:00""], ""Tue"": [""09:00-21:00""], ""Wed"": [""09:00-21:00""], ""Thu"": [""09:00-21:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-21:00""]}",7,88,7,4,332,English,1,1,0,0,0,0,4,3.5,3.5,3.5,
g1058610-d9814851,Neoris,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Mollet del Valles""]",Spain,Catalonia,Province of Barcelona,,"Pompeu Fabra 4 Local 9, 08100 Mollet del Valles Spain",41.53744,2.216685,Unclaimed,Certificate of Excellence 2017,#13 of 89 Restaurants in Mollet del Valles,#13 of 102 places to eat in Mollet del Valles,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-16:00""], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00"", ""19:00-21:30""], ""Sat"": [""13:00-16:00"", ""19:00-21:30""], ""Sun"": [""13:00-16:00""]}",7,26,9,4,191,English,5,1,2,1,1,0,4,4,3.5,,
g1058611-d2153489,Masia Font del Tort,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montcada i Reixac""]",Spain,Catalonia,Province of Barcelona,,"Lloc Roca Plana Tu km. 7,5, 08110 Montcada i Reixac Spain",41.48373,2.200219,Claimed,,#5 of 38 Restaurants in Montcada i Reixac,#5 of 46 places to eat in Montcada i Reixac,"Mid-range, Mediterranean, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, Spanish",,"Reservations, Seating, Validated Parking, Wheelchair Accessible, Accepts Credit Cards, Table Service, Highchairs Available, Serves Alcohol, Full Bar",N,N,N,,,,,4,142,English,1,0,0,1,0,0,4,3.5,3.5,3.5,
g1058611-d3537569,Casa Juanita,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montcada i Reixac""]",Spain,Catalonia,Province of Barcelona,,"Avinguda Terra Nostra 2, 08110 Montcada i Reixac Spain",41.482864,2.17513,Claimed,,#11 of 38 Restaurants in Montcada i Reixac,#11 of 46 places to eat in Montcada i Reixac,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, Breakfast","Mediterranean, Spanish, European","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""09:00-16:00""], ""Tue"": [""09:00-16:00""], ""Wed"": [""09:00-16:00""], ""Thu"": [""09:00-16:00"", ""20:00-23:00""], ""Fri"": [""09:00-16:00"", ""20:00-23:00""], ""Sat"": [""11:00-16:00"", ""20:00-23:00""], ""Sun"": [""11:30-16:00""]}",7,53.5,10,3.5,133,English,2,1,1,0,0,0,4,3.5,3.5,4,
g1058611-d4455781,El Manantial de la Cerve,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montcada i Reixac""]",Spain,Catalonia,Province of Barcelona,,"C / Provenca, 10 Bajos, 08110 Montcada i Reixac Spain",41.47971,2.18855,Claimed,,#12 of 38 Restaurants in Montcada i Reixac,#12 of 46 places to eat in Montcada i Reixac,"Cheap Eats, Mediterranean, Spanish",€,,"Lunch, Dinner, After-hours, Drinks","Mediterranean, Spanish",,"Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Street Parking, Wine and Beer, Free Wifi",N,N,N,"{""Mon"": [""12:00-17:00""], ""Tue"": [""12:00-00:00""], ""Wed"": [""12:00-00:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-02:00""], ""Sat"": [""12:00-02:00""], ""Sun"": [""12:00-00:00""]}",7,81,7,3.5,127,All languages,127,21,55,33,10,8,3.5,3,3,3,
g1058611-d9608208,El Mirador de Can Toy,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Montcada i Reixac""]",Spain,Catalonia,Province of Barcelona,,"Ctra. Badalona - Montcada, Km 6, 08110 Montcada i Reixac Spain",41.48432,2.213815,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#2 of 38 Restaurants in Montcada i Reixac,#2 of 46 places to eat in Montcada i Reixac,"Mid-range, Seafood, Mediterranean, Spanish",€€-€€€,,"Lunch, Dinner","Seafood, Mediterranean, Spanish",,"Reservations, Seating, Validated Parking, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, Full Bar",N,N,N,,,,,4,102,All languages,102,39,38,19,0,6,4,4,3.5,,
g1058625-d10469431,Gretta Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Berga""]",Spain,Catalonia,Province of Barcelona,,"Placa Viladomat N 17 Restaurant Gretta, 08600 Berga Spain",42.103836,1.848084,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#3 of 45 Restaurants in Berga,#3 of 51 places to eat in Berga,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€12-€40,,"Mediterranean, European, Spanish, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""08:00-23:00""], ""Tue"": [], ""Wed"": [""08:00-23:00""], ""Thu"": [""08:00-23:00""], ""Fri"": [""08:00-23:00""], ""Sat"": [""08:00-23:00""], ""Sun"": [""08:00-23:00""]}",6,90,6,4.5,161,English,10,5,5,0,0,0,4.5,4.5,4.5,,
g1058625-d1074751,L'Estany clar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Berga""]",Spain,Catalonia,Province of Barcelona,,Berga Spain,42.116184,1.854138,Unclaimed,"Travellers' Choice, Michelin 2021 for One Michelin Star: High quality cooking, worth a stop!, Michelin 2021 for Comfortable restaurant",#2 of 45 Restaurants in Berga,#2 of 51 places to eat in Berga,"Fine Dining, Mediterranean, European, Spanish",€€€€,,"Lunch, Dinner, After-hours","Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Gluten Free Options, Vegan Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""09:00-18:30""], ""Wed"": [""09:00-18:30""], ""Thu"": [""09:00-22:30""], ""Fri"": [""09:00-23:30""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-20:00""]}",6,72,6,4.5,202,English,11,9,2,0,0,0,4.5,4.5,4,4.5,
g1058625-d1740190,Restaurant La Cabana BERGA,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Berga""]",Spain,Catalonia,Province of Barcelona,,"C1411z KM, 79.5, 08600 Berga Spain",42.107384,1.851631,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#4 of 45 Restaurants in Berga,#4 of 51 places to eat in Berga,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch, After-hours","Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00"", ""21:00-23:00""], ""Sat"": [""13:00-16:00"", ""21:00-23:00""], ""Sun"": [""13:00-16:00""]}",6,22,8,4,562,English,40,26,5,5,2,2,4.5,4.5,4,4.5,"tasting menu, la cabana, second visit, views, catalan"
g1058625-d1908894,La Notta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Berga""]",Spain,Catalonia,Province of Barcelona,,"C\ Puig-reig 4 Local, 08600 Berga Spain",42.10259,1.845223,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#5 of 45 Restaurants in Berga,#5 of 51 places to eat in Berga,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€10-€25,,"Italian, Pizza, Mediterranean, European, Spanish, Grill, Barbecue","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [""20:00-23:00""], ""Fri"": [""20:00-00:00""], ""Sat"": [""13:30-16:00"", ""20:00-00:00""], ""Sun"": [""13:30-16:00"", ""20:00-23:00""]}",4,19,6,4.5,143,English,5,3,2,0,0,0,4,4,4,,
g1058625-d3533728,Uummm...!!!,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Berga""]",Spain,Catalonia,Province of Barcelona,,"Placeta Ciutat 4, 08600 Berga Spain",42.10419,1.845417,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#9 of 45 Restaurants in Berga,#9 of 51 places to eat in Berga,"Mid-range, European, Spanish, Vegetarian Friendly",€€-€€€,€3-€32,,"European, Spanish",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [""19:30-23:00""], ""Sat"": [""13:00-15:30"", ""19:30-23:00""], ""Sun"": [""13:00-16:00""]}",3,12.5,4,4.5,123,English,19,14,4,0,0,1,4.5,4.5,4,4.5,
g1058625-d6456678,Restaurant Sant Marc,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Berga""]",Spain,Catalonia,Province of Barcelona,,"Carrer Drecera de Queralt S/N Barcelona, 08600 Berga Spain",42.1073,1.839114,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#8 of 45 Restaurants in Berga,#8 of 51 places to eat in Berga,"Mid-range, Mediterranean, Barbecue, Vegetarian Friendly",€€-€€€,€15-€30,,"Barbecue, Mediterranean",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""08:00-16:30""], ""Tue"": [], ""Wed"": [""08:00-16:30""], ""Thu"": [""08:00-16:30""], ""Fri"": [""08:00-21:30""], ""Sat"": [""08:00-21:30""], ""Sun"": [""08:00-17:00""]}",6,61.5,6,4,110,English,4,1,1,2,0,0,4.5,4,4,,
g1058625-d7645747,El Rincon Gallego,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Berga""]",Spain,Catalonia,Province of Barcelona,,"Pg de l'Industria, 90, 08600 Berga Spain",42.104446,1.856711,Unclaimed,Certificate of Excellence 2017,#14 of 45 Restaurants in Berga,#15 of 51 places to eat in Berga,"Mid-range, Mediterranean, Spanish",€€-€€€,,"Lunch, Dinner","Spanish, Mediterranean",,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",N,N,N,,,,,3.5,128,English,4,0,2,1,0,1,3.5,3.5,3.5,,
g1058625-d8764104,"Bar Santa Eulàlia - ""Bar del Pepe""","[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Berga""]",Spain,Catalonia,Province of Barcelona,,"C/ Pere II, 31, 08600 Berga Spain",42.103363,1.855901,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#6 of 45 Restaurants in Berga,#6 of 51 places to eat in Berga,"Cheap Eats, Bar, Cafe, Mediterranean",€,€9-€22,,"Cafe, Bar, Mediterranean, European, Pub","Vegan Options, Gluten Free Options, Vegetarian Friendly",,Y,Y,Y,"{""Mon"": [""07:00-17:00"", ""19:30-22:00""], ""Tue"": [""07:00-17:00"", ""19:30-22:00""], ""Wed"": [""07:00-17:00"", ""19:30-22:00""], ""Thu"": [""07:00-17:00"", ""19:30-22:00""], ""Fri"": [""07:00-17:00"", ""19:30-22:00""], ""Sat"": [""12:00-17:00"", ""19:30-22:00""], ""Sun"": [""07:00-17:00"", ""19:30-22:00""]}",7,82.5,14,4.5,108,English,5,5,0,0,0,0,4.5,4.5,4.5,,
g1058625-d9466391,Cal Travé,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Berga""]",Spain,Catalonia,Province of Barcelona,,"Plaça Europa, 6 Fondo de la plaza - entrada al bar y comedor a la planta baja, 08600 Berga Spain",42.104214,1.848129,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#1 of 45 Restaurants in Berga,#1 of 51 places to eat in Berga,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€10-€21,,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-16:00""], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00"", ""20:30-22:30""], ""Sat"": [""13:00-16:00"", ""20:30-22:30""], ""Sun"": []}",6,22,8,4.5,164,English,13,11,1,1,0,0,4.5,4.5,4.5,,
g1058627-d4763735,Can Marc,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Sant Esteve de Palautordera""]",Spain,Catalonia,Province of Barcelona,,"C/ can marc 6, 08461 Sant Esteve de Palautordera Spain",41.718956,2.429086,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 12 Restaurants in Sant Esteve de Palautordera,#1 of 16 places to eat in Sant Esteve de Palautordera,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,,"Breakfast, Lunch, Dinner, Brunch","Mediterranean, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-17:00""], ""Wed"": [""13:00-17:00""], ""Thu"": [""13:00-17:00""], ""Fri"": [""13:00-17:00"", ""20:30-23:30""], ""Sat"": [""13:00-17:00"", ""20:30-23:30""], ""Sun"": [""13:00-17:00""]}",6,30,8,4.5,226,English,13,9,4,0,0,0,4,4,4,4,
g1063735-d10685957,Ramen House Manresa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Manresa""]",Spain,Catalonia,Province of Barcelona,,"Placa Bages 1, 08242 Manresa Spain",41.735226,1.823444,Claimed,,#37 of 144 Restaurants in Manresa,#37 of 171 places to eat in Manresa,"Mid-range, Japanese, Sushi, Asian",€€-€€€,€10-€30,,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-16:00"", ""20:00-00:00""], ""Tue"": [], ""Wed"": [""13:00-16:00"", ""20:00-00:00""], ""Thu"": [""13:00-16:00"", ""20:00-00:00""], ""Fri"": [""13:00-16:00"", ""20:00-00:00""], ""Sat"": [""13:00-16:00"", ""20:00-00:00""], ""Sun"": [""13:00-16:00"", ""20:00-00:00""]}",6,42,12,3.5,119,English,6,1,3,2,0,0,4,3,3.5,,
g1063735-d11791816,Pizzeria 1900,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Manresa""]",Spain,Catalonia,Province of Barcelona,,"passeig pere III, 23, 08242 Manresa Spain",41.726765,1.823374,Claimed,,#142 of 144 Restaurants in Manresa,#147 of 171 places to eat in Manresa,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€7-€35,,"Italian, Pizza, Mediterranean",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-23:30""], ""Tue"": [""11:00-23:30""], ""Wed"": [""11:00-23:30""], ""Thu"": [""11:00-23:30""], ""Fri"": [""11:00-23:30""], ""Sat"": [""11:00-23:30""], ""Sun"": [""11:00-23:30""]}",7,87.5,7,2.5,112,English,4,1,2,0,0,1,3.5,3,3.5,,
g1063735-d2336171,Kursaal Espai Gastronòmic,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Manresa""]",Spain,Catalonia,Province of Barcelona,,"Passeig Pere III, 35 Primera Planta, 08242 Manresa Spain",41.727917,1.823454,Claimed,"Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#10 of 144 Restaurants in Manresa,#10 of 171 places to eat in Manresa,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, After-hours","Mediterranean, European, Spanish, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""12:00-23:00""], ""Tue"": [""12:00-23:00""], ""Wed"": [""12:00-23:00""], ""Thu"": [""12:00-23:00""], ""Fri"": [""12:00-23:00""], ""Sat"": [""12:00-23:00""], ""Sun"": [""12:00-23:00""]}",7,77,7,4,299,English,32,23,7,1,1,0,4,4,4,4,"salmon, prawns, paella, main promenade, first floor"
g1063735-d3180675,Sibar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Manresa""]",Spain,Catalonia,Province of Barcelona,,"Carrer De Carrasco I Formiguera, 18, 08242 Manresa Spain",41.730263,1.8236,Unclaimed,"Certificate of Excellence 2017, Certificate of Excellence 2016",#16 of 144 Restaurants in Manresa,#16 of 171 places to eat in Manresa,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, Brunch, After-hours","Mediterranean, European, Spanish, Catalan",Gluten Free Options,,N,N,Y,"{""Mon"": [""08:00-23:00""], ""Tue"": [""08:00-23:00""], ""Wed"": [""08:00-23:00""], ""Thu"": [""08:00-23:00""], ""Fri"": [""08:00-00:00""], ""Sat"": [""08:00-00:00""], ""Sun"": [""13:00-23:00""]}",7,102,7,4,208,English,15,8,4,2,1,0,4,4,3.5,4,"steak, an excellent place, meat, dish, dessert"
g1063735-d3285775,L'Ermitanet,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Manresa""]",Spain,Catalonia,Province of Barcelona,,"Cami dels Tubots, 21, 08243 Manresa Spain",41.733356,1.847826,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#11 of 144 Restaurants in Manresa,#11 of 171 places to eat in Manresa,"Mid-range, Steakhouse, Mediterranean, European",€€-€€€,,"Lunch, Dinner","Mediterranean, Spanish, Steakhouse, European",,"Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""09:00-17:00""], ""Wed"": [""09:00-17:00""], ""Thu"": [""09:00-17:00""], ""Fri"": [""09:00-17:00"", ""20:00-00:00""], ""Sat"": [""09:00-17:00"", ""20:00-00:00""], ""Sun"": [""09:00-17:00""]}",6,56,8,4,200,English,6,4,1,1,0,0,4,4,4,4,
g1063735-d3396853,Raviolo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Manresa""]",Spain,Catalonia,Province of Barcelona,,"Lepant, 13 C/Lepant 13, 08242 Manresa Spain",41.730793,1.819061,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 144 Restaurants in Manresa,#1 of 171 places to eat in Manresa,"Mid-range, Italian, Mediterranean, European",€€-€€€,€20-€45,,"Mediterranean, Italian, European, Spanish, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-15:30"", ""19:45-22:30""], ""Tue"": [""13:00-15:30"", ""19:45-22:30""], ""Wed"": [""13:00-15:30"", ""19:45-22:30""], ""Thu"": [""13:00-15:30"", ""19:45-22:30""], ""Fri"": [""13:00-15:30"", ""19:45-22:30""], ""Sat"": [""13:00-15:30"", ""19:45-22:30""], ""Sun"": [""13:00-15:30""]}",7,34,13,4.5,425,English,26,19,6,1,0,0,4.5,4.5,4,4,"pizza, ravioli, octopus, sobrasada, an italian restaurant"
g1063735-d3659630,Cal Spaguetti,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Bages"", ""Manresa""]",Spain,Catalonia,Province of Barcelona,,"Ctra. de Vic 157, 08243 Manresa Spain",41.731213,1.834,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#2 of 144 Restaurants in Manresa,#2 of 171 places to eat in Manresa,"Mid-range, Seafood, Mediterranean, European",€€-€€€,,"Lunch, Dinner, After-hours","Seafood, Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-15:30""], ""Wed"": [""13:00-15:30"", ""20:30-23:30""], ""Thu"": [""13:00-15:30""], ""Fri"": [""13:00-15:30"", ""20:30-23:30""], ""Sat"": [""13:00-15:30"", ""20:30-23:30""], ""Sun"": [""13:00-16:00""]}",6,24.5,9,4,305,English,9,6,2,0,0,1,4,4,4,4,
